user_name,tweet_id,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,word
Life with Aftab Ali Baig,1.63966E+18,"Dubai, United Arab Emirates","Life with Aftab Ali Baig is an effort to bring forth stories of people who can motivate us and inspire us become better humans, thus creating a better society.",2022-02-14 18:09:50+00:00,6,11,1,FALSE,2023-03-25 16:07:06+00:00,Global village Dubai2023 tour| with Aftab| #viralreels #dubaiblogger #dubailife #globalvillage #PakistanPavilion… https://t.co/KlHnoCjA6r,"['viralreels', 'dubaiblogger', 'dubailife', 'globalvillage', 'PakistanPavilion']",Twitter for Android,FALSE,Dubai2023
Kailani Escapes,1.63958E+18,"London, United Kingdom",Tailor-made luxurious couples retreat to experience renewed intimacy and deeper connections.,2023-02-13 21:24:02+00:00,1,1,0,FALSE,2023-03-25 11:00:21+00:00,Escape the daily grind and replenish your relationship with your partner in a serene and pampered setting. Click on… https://t.co/wsuL19j5us,,Hootsuite Inc.,FALSE,Dubai2023
Kailani Escapes,1.63954E+18,"London, United Kingdom",Tailor-made luxurious couples retreat to experience renewed intimacy and deeper connections.,2023-02-13 21:24:02+00:00,1,1,0,FALSE,2023-03-25 08:00:13+00:00,"When you dream of the ideal relationship, what does it look like? Let’s make your dreams a reality by rekindling th… https://t.co/XCBPShFIqe",,Hootsuite Inc.,FALSE,Dubai2023
Connect Abel,1.63931E+18,"Dubai, United Arab Emirates",Together We Grow.,2023-02-16 14:15:23+00:00,1,7,1,FALSE,2023-03-24 17:12:47+00:00,"May the Holy Month Open Another Season Of Prosperity, Brought On By The Spirit Of Generosity.

Ramadan Greetings fr… https://t.co/PLDhwYqcIj",,Twitter for Android,FALSE,Dubai2023
Classroom Champions,1.63929E+18,North America and Canada,"Empowering children to thrive socially, emotionally, and academically through the mentorship and mindsets of world-class athletes.
#ClassroomChampions",2010-09-23 03:32:54+00:00,7251,2057,18595,TRUE,2023-03-24 15:16:59+00:00,"RT @ParaAthletics: 📲“I’m a 13-year-old runner, and I am born with cerebral palsy and you are a great inspiration for me.”

@NateGraywolf 🇨🇦…",,Twitter Web App,FALSE,Dubai2023
Nate Riech PLY,1.63928E+18,"Atlanta, GA",team 🇨🇦| Paralympic Champion🥇 | Para Sport Advocate | @HfAthlete |,2013-08-10 23:13:45+00:00,1069,832,5990,TRUE,2023-03-24 15:10:54+00:00,"RT @ParaAthletics: 📲“I’m a 13-year-old runner, and I am born with cerebral palsy and you are a great inspiration for me.”

@NateGraywolf 🇨🇦…",,Twitter for iPhone,FALSE,Dubai2023
#ParaAthletics,1.63928E+18,"Bonn, Germany",We're the International federation of Paralympic athletics! 🏃🏻👩🏻‍🦽🦿🦾,2012-12-11 12:47:01+00:00,31180,898,5091,TRUE,2023-03-24 15:10:12+00:00,"📲“I’m a 13-year-old runner, and I am born with cerebral palsy and you are a great inspiration for me.”… https://t.co/wldqJfa60s",,Twitter for Advertisers,FALSE,Dubai2023
Asian Wok,1.63918E+18,"Dubai, United Arab Emirates","Born In UAE!  
Fresh, Fast, Food out of Box! 
When ordering Asian food, customers expect the old favourites and we don't try to complicate things.",2018-02-15 19:48:41+00:00,15,3,11,FALSE,2023-03-24 08:35:18+00:00,"Craving a unique and different kind of soup? 
Try the Curry Laksa Soup, your taste buds will thank you for it 🥣😍… https://t.co/ULZS1OAnY2",,Twitter Web App,FALSE,Dubai2023
Forcespot DMCC,1.63915E+18,"Dubai, UAE","Pioneering the UAE, Cyber and IT Defenses, we are promoting a steadfast culture that ensures and targets a safe & secure cyberspace.",2023-01-12 12:57:50+00:00,3,3,0,FALSE,2023-03-24 06:16:47+00:00,"Be a part of this informative webinar by Sumo Logic and AWS.
Learn more about Log Love: Monitoring, Troubleshooting… https://t.co/u2xJLYiDf0",,Twitter Web App,FALSE,Dubai2023
Suvangi Chowdhury,1.639E+18,"Dubai, United Arab Emirates",Growth @Tfh3e | Marketing @Genshards,2019-07-25 18:11:17+00:00,126,112,364,FALSE,2023-03-23 20:15:30+00:00,Wrapping up an unforgettable experience at #Dubai2023 💯🔥 https://t.co/oeTdW1E6ys,['Dubai2023'],Twitter for Android,FALSE,Dubai2023
Atelier M,1.63892E+18,"Atelier M, Pier 7 Dubai Marina",𝐓𝐡𝐞 𝐞𝐩𝐢𝐭𝐨𝐦𝐞 𝐨𝐟 𝐃𝐢𝐧𝐢𝐧𝐠 & 𝐍𝐢𝐠𝐡𝐭𝐥𝐢𝐟𝐞 𝑅𝑒𝓈𝓉𝒶𝓊𝓇𝒶𝓃𝓉 - 𝐿𝑜𝓊𝓃𝑔𝑒 - 𝑅𝑜𝑜𝒻𝓉𝑜𝓅,2022-09-07 13:36:51+00:00,28,102,40,FALSE,2023-03-23 15:02:37+00:00,"End your day on a high note! Nights at the #Rooftop are like no other. 🤩 

#DXB #MyDubai #visitdubai #DubaiLife… https://t.co/hYZHuqzGeO","['Rooftop', 'DXB', 'MyDubai', 'visitdubai', 'DubaiLife']",Twitter Web App,FALSE,Dubai2023
MenteeGuru,1.6389E+18,,,2023-01-20 12:17:05+00:00,1,1,0,FALSE,2023-03-23 14:00:28+00:00,"We are all Self-Made. But only successful people accept it. ⚡️

Invent yourself and then… are-invent yourself.… https://t.co/ty1lDR7NvY",,OnlyPultCom,FALSE,Dubai2023
Daily Web3 News,1.6388E+18,,A Web3 news aggregator bringing you the latest blockchain and tech news. Our deepest thanks to the incredible Web3 journalists. Let's help spread their message.,2023-01-14 19:16:01+00:00,52,71,154,FALSE,2023-03-23 07:04:39+00:00,"#WorldBlockchainSummit #Dubai2023 #CryptoEvent #2KAttendees: World Blockchain Summit Dubai 2023 Hosts 2,000 Industr… https://t.co/Eenw1Y2w7u","['WorldBlockchainSummit', 'Dubai2023', 'CryptoEvent', '2KAttendees']",Pabbly Connect,FALSE,Dubai2023
Lovin Dubai | لوڤن دبي,1.6388E+18,"Dubai, United Arab Emirates","Lovin Dubai is a local news and entertainment brand capturing the best of our city. All about ‘Lovin Your Life’
By @weareaugustus dubai@lovin.co | WA 0523682471",2009-02-17 10:25:01+00:00,271475,1549,5952,TRUE,2023-03-23 06:56:44+00:00,"Acts Of Racism Or Discrimination In The UAE Can Land You With Fines Of Up To AED2 Million
#Dubai2023 https://t.co/Br1dFDNZf3",['Dubai2023'],Twitter Media Studio - LiveCut,FALSE,Dubai2023
Lovin Dubai | لوڤن دبي,1.6388E+18,"Dubai, United Arab Emirates","Lovin Dubai is a local news and entertainment brand capturing the best of our city. All about ‘Lovin Your Life’
By @weareaugustus dubai@lovin.co | WA 0523682471",2009-02-17 10:25:01+00:00,271475,1549,5952,TRUE,2023-03-23 06:56:29+00:00,"Make Suggestions &amp; Complaints To The Government In Less Than 2 Minutes
#Dubai2023 https://t.co/lUVB9PYh7s",['Dubai2023'],Twitter Media Studio - LiveCut,FALSE,Dubai2023
Beyond Infinity Real Estate,1.63879E+18,"1301, Marina Plaza, Dubai, UAE","Find Your Dream Home 🏠
Buy | Sell | Rent | Off Plan",2022-11-16 12:16:45+00:00,13,3,13,FALSE,2023-03-23 06:09:57+00:00,"Follow us and learn more about Dubai real estate 

#dubairealestate #dubai2023 #beayondinfinityrealestate https://t.co/H5K6al7f19","['dubairealestate', 'dubai2023', 'beayondinfinityrealestate']",Twitter for iPad,FALSE,Dubai2023
Critney,1.63874E+18,Deutschland,"Nothing to see here - move on, Citizen",2015-04-29 05:19:09+00:00,17,183,1296,FALSE,2023-03-23 03:15:22+00:00,Hey @HansZimmer &amp; @HansZimmerLive  - what is this about? It's right at the start of the Batman Medley (YT Dubai2023… https://t.co/jkyJ4hyRLx,,Twitter Web App,FALSE,Dubai2023
Duboxx,1.63869E+18,"Dubai, United Arab Emirates","Duboxx, is the largest Online Packaging store in U.A.E. We at https://t.co/5IuNZmkw4K we give solutions for all your packaging needs quick and easy at one click.",2017-02-12 13:13:31+00:00,29,42,1,FALSE,2023-03-23 00:00:46+00:00,"Ramadan Kareem! 🌙

May this Holy month bring Peace, Happiness, and Blessings to you and your Loved ones.♥️

#duboxx… https://t.co/ilmBHmqBg9",['duboxx'],Buffer,FALSE,Dubai2023
Forcespot DMCC,1.63852E+18,"Dubai, UAE","Pioneering the UAE, Cyber and IT Defenses, we are promoting a steadfast culture that ensures and targets a safe & secure cyberspace.",2023-01-12 12:57:50+00:00,3,3,0,FALSE,2023-03-22 12:39:52+00:00,"Wishing you a blessed Ramadan with lots of Peace and Happiness.

#uaedubai #mydxb #dubai #abudhabi #dubai2022… https://t.co/eGlEmkjq55","['uaedubai', 'mydxb', 'dubai', 'abudhabi', 'dubai2022']",Twitter Web App,FALSE,Dubai2023
COLDWELL BANKER SWAP,1.6385E+18,Rawdat Al Wasl Building Showro,"Coldwell Banker UAE - Swap Real Estate offers a variety of services ranging from seller/owner services, property management services.",2021-07-08 12:13:57+00:00,27,117,5,FALSE,2023-03-22 11:11:16+00:00,"Just SOLD!✨

1BR APARTMENT IN STARZ BY DANUBE, AL FURJAN

Congratulations to our Real Estate Agent @azeemrealtor ,… https://t.co/N1RwaWEP7H",,Twitter Web App,FALSE,Dubai2023
Muhammad Uzair Umar,1.63821E+18,Multan ,linguist,2021-11-12 08:21:01+00:00,4,42,500,FALSE,2023-03-21 16:03:17+00:00,"FlyDubai offers discounted tickets to 25 destinations
#dubai2023 https://t.co/fI7sFGkCoo",['dubai2023'],Twitter Web App,FALSE,Dubai2023
Forcespot DMCC,1.63816E+18,"Dubai, UAE","Pioneering the UAE, Cyber and IT Defenses, we are promoting a steadfast culture that ensures and targets a safe & secure cyberspace.",2023-01-12 12:57:50+00:00,3,3,0,FALSE,2023-03-21 12:33:26+00:00,A good incident response plan is what you need! Take a look at what you need to know. Read this informative piece b… https://t.co/C0rFm8HF0A,,Twitter Web App,FALSE,Dubai2023
Forcespot DMCC,1.6377E+18,"Dubai, UAE","Pioneering the UAE, Cyber and IT Defenses, we are promoting a steadfast culture that ensures and targets a safe & secure cyberspace.",2023-01-12 12:57:50+00:00,3,3,0,FALSE,2023-03-20 06:18:26+00:00,Is working from home challenging or rewarding from a security standpoint? Take a good look at this blog by ENSURITY… https://t.co/fbUE3sksVy,,Twitter Web App,FALSE,Dubai2023
COLDWELL BANKER SWAP,1.63768E+18,Rawdat Al Wasl Building Showro,"Coldwell Banker UAE - Swap Real Estate offers a variety of services ranging from seller/owner services, property management services.",2021-07-08 12:13:57+00:00,27,117,5,FALSE,2023-03-20 05:18:10+00:00,"Launching Soon 💫
AIDA OCEANA BY DARGLOBAL

.
.
.
📞 Call us at 800 CBSWAP / 058 900 9747 to know more details!
📱 Wha… https://t.co/Y39okUZzlq",,Twitter Web App,FALSE,Dubai2023
